text,joy,sadness,anger,love,thankfulness,fear
"On the other hand, if they are not in time, I solemnly promise that it will all come right in the end.",0.459,0.508,0.617,0.542,0.161,0.225
They would have reached the nursery in time had it not been that the little stars were watching them.,0.254,0.605,0.220,0.471,0.895,0.184
"Once again the stars blew the window open, and that smallest star of all called out:",0.709,0.465,0.249,0.685,0.566,0.178
Then Peter knew that there was not a moment to lose.,0.415,0.474,0.963,0.399,0.909,0.105
"Come, he cried imperiously, and soared out at once into the night, followed by John and Michael and Wendy.",0.134,0.392,0.125,0.506,0.772,0.018
Mr. and Mrs. Darling and Nana rushed into the nursery too late.,0.851,0.142,0.033,0.560,0.345,0.328
The birds were flown.,0.795,0.544,0.473,0.096,0.907,0.074
"Second to the right, and straight on till morning.",0.494,0.175,0.692,0.721,0.560,0.035
"That, Peter had told Wendy, was the way to the Neverland; but even birds, carrying maps and consulting them at windy corners, could not have sighted it with these instructions.",0.289,0.775,0.872,0.379,0.985,0.059
"Peter, you see, just said anything that came into his head.",0.724,0.572,0.535,0.076,0.144,0.261
"At first his companions trusted him implicitly, and so great were the delights of flying that they wasted time circling round church spires or any other tall objects on the way that took their fancy.",0.946,0.363,0.714,0.822,0.983,0.063
"John and Michael raced, Michael getting a start.",0.436,0.526,0.009,0.441,0.218,0.105
They recalled with contempt that not so long ago they had thought themselves fine fellows for being able to fly round a room.,0.538,0.543,0.501,0.856,0.613,0.029
Not long ago.,0.302,0.765,0.630,0.850,0.006,0.123
But how long ago?,0.506,0.284,0.775,0.854,0.013,0.094
They were flying over the sea before this thought began to disturb Wendy seriously.,0.058,0.142,0.133,0.579,0.980,0.051
John thought it was their second sea and their third night.,0.303,0.696,0.376,0.469,0.977,0.135
"Sometimes it was dark and sometimes light, and now they were very cold and again too warm.",0.092,0.401,0.894,0.292,0.987,0.072
"Did they really feel hungry at times, or were they merely pretending, because Peter had such a jolly new way of feeding them?",0.788,0.034,0.506,0.813,0.997,0.044
"His way was to pursue birds who had food in their mouths suitable for humans and snatch it from them; then the birds would follow and snatch it back; and they would all go chasing each other gaily for miles, parting at last with mutual expressions of good-will.",0.140,0.316,0.105,0.723,0.980,0.040
"But Wendy noticed with gentle concern that Peter did not seem to know that this was rather an odd way of getting your bread and butter, nor even that there are other ways.",0.133,0.725,0.508,0.725,0.990,0.416
"Certainly they did not pretend to be sleepy, they were sleepy; and that was a danger, for the moment they popped off, down they fell.",0.156,0.342,0.822,0.745,0.988,0.037
The awful thing was that Peter thought this funny.,0.510,0.203,0.954,0.233,0.961,0.180
There he goes again!,0.757,0.668,0.065,0.624,0.230,0.091
"he would cry gleefully, as Michael suddenly dropped like a stone.",0.050,0.350,0.924,0.294,0.550,0.215
"Save him, save him!",0.011,0.115,0.997,0.852,0.307,0.360
"cried Wendy, looking with horror at the cruel sea far below.",0.909,0.870,0.002,0.519,0.963,0.008
"Eventually Peter would dive through the air, and catch Michael just before he could strike the sea, and it was lovely the way he did it; but he always waited till the last moment, and you felt it was his cleverness that interested him and not the saving of human life.",0.112,0.822,0.956,0.743,0.753,0.134
"Also he was fond of variety, and the sport that engrossed him one moment would suddenly cease to engage him, so there was always the possibility that the next time you fell he would let you go.",0.795,0.422,0.073,0.356,0.863,0.188
"He could sleep in the air without falling, by merely lying on his back and floating, but this was, partly at least, because he was so light",0.533,0.070,0.946,0.888,0.994,0.023
that if you got behind him and blew he went faster.,0.851,0.684,0.289,0.092,0.071,0.137
"Do be more polite to him, Wendy whispered to John, when they were playing Follow my Leader.",0.615,0.643,0.748,0.216,0.970,0.060
"Then tell him to stop showing off, said John.",0.867,0.598,0.369,0.218,0.236,0.218
"When playing Follow my Leader, Peter would fly close to the water and touch each shark's tail in passing, just as in the street you may run your finger along an iron railing.",0.217,0.213,0.931,0.480,0.409,0.203
"They could not follow him in this with much success, so perhaps it was rather like showing off, especially as he kept looking behind to see how many tails they missed.",0.062,0.303,0.438,0.823,0.926,0.074
"You must be nice to him, Wendy impressed on her brothers.",0.414,0.870,0.528,0.289,0.504,0.304
What could we do if he were to leave us!,0.125,0.731,0.468,0.236,0.994,0.017
"We could go back, Michael said.",0.306,0.728,0.167,0.580,0.051,0.696
How could we ever find our way back without him?,0.221,0.894,0.282,0.645,0.148,0.446
"Well, then, we could go on, said John.",0.500,0.882,0.317,0.201,0.090,0.580
"That is the awful thing, John.",0.671,0.264,0.382,0.632,0.232,0.476
"We should have to go on, for we don't know how to stop.",0.835,0.654,0.172,0.356,0.090,0.267
"This was true, Peter had forgotten to show them how to stop.",0.187,0.004,0.750,0.227,0.671,0.182
"John said that if the worst came to the worst, all they had to do was to go straight on, for the world was round, and so in time they must come back to their own window.",0.097,0.655,0.507,0.504,0.800,0.092
"And who is to get food for us, John?",0.239,0.440,0.311,0.639,0.866,0.053
"I nipped a bit out of that eagle's mouth pretty neatly, Wendy.",0.097,0.557,0.697,0.810,0.532,0.476
"After the twentieth try, Wendy reminded him.",0.311,0.740,0.499,0.421,0.304,0.198
"And even though we became good at picking up food, see how we bump against clouds and things if he is not near to give us a hand.",0.836,0.955,0.034,0.906,0.961,0.098
Indeed they were constantly bumping.,0.043,0.080,0.015,0.151,0.967,0.027
"They could now fly strongly, though they still kicked far too much; but if they saw a cloud in front of them, the more they tried to avoid it, the more certainly did they bump into it.",0.045,0.218,0.943,0.667,0.956,0.069
"If Nana had been with them, she would have had a bandage round Michael's forehead by this time.",0.837,0.491,0.552,0.394,0.532,0.201
"Peter was not with them for the moment, and they felt rather lonely up there by themselves.",0.054,0.315,0.853,0.144,0.815,0.069
"He could go so much faster than they that he would suddenly shoot out of sight, to have some adventure in which they had no share.",0.025,0.128,0.673,0.435,0.649,0.207
"He would come down laughing over something fearfully funny he had been saying to a star, but he had already forgotten what it was, or he would come up with mermaid scales still sticking to him, and yet not be able to say for certain what had been happening.",0.579,0.241,0.591,0.533,0.580,0.158
It was really rather irritating to children who had never seen a mermaid.,0.681,0.011,0.559,0.440,0.804,0.415
"And if he forgets them so quickly, Wendy argued, how can we expect that he will go on remembering us?",0.870,0.894,0.047,0.385,0.922,0.064
"Indeed, sometimes when he returned he did not remember them, at least not well.",0.174,0.102,0.953,0.295,0.994,0.017
Wendy was sure of it.,0.080,0.679,0.594,0.776,0.939,0.204
She saw recognition come into his eyes as he was about to pass them the time of day and go on; once even she had to call him by name.,0.588,0.309,0.889,0.485,0.304,0.192
"I'm Wendy, she said agitatedly.",0.137,0.595,0.042,0.491,0.100,0.253
He was very sorry.,0.290,0.233,0.507,0.149,0.866,0.104
"I say, Wendy, he whispered to her, always if you see me forgetting you, just keep on saying â€˜I'm Wendy,' and then I'll remember.",0.894,0.730,0.054,0.445,0.703,0.403
Of course this was rather unsatisfactory.,0.599,0.028,0.738,0.490,0.972,0.156
"However, to make amends he showed them how to lie out flat on a strong wind that was going their way, and this was such a pleasant change that they tried it several times and found that they could sleep thus with security.",0.343,0.035,0.838,0.898,0.985,0.101
"Indeed they would have slept longer, but Peter tired quickly of sleeping, and soon he would cry in his captain voice, We get off here.",0.082,0.812,0.001,0.597,0.193,0.052
"So with occasional tiffs, but on the whole rollicking, they drew near the Neverland; for after many moons they did reach it, and, what is more, they had been going pretty straight all the time, not perhaps so much owing to the guidance of Peter or Tink as because the island was looking for them.",0.119,0.112,0.850,0.978,0.800,0.095
It is only thus that any one may sight those magic shores.,0.732,0.657,0.331,0.807,0.786,0.832
"There it is, said Peter calmly.",0.403,0.180,0.240,0.645,0.587,0.382
Where all the arrows are pointing.,0.329,0.431,0.732,0.332,0.632,0.214
"Indeed a million golden arrows were pointing it out to the children, all directed by their friend the sun, who wanted them to be sure of their way before leaving them for the night.",0.904,0.199,0.289,0.943,0.908,0.151
Wendy and John and Michael stood on tip-toe in the air to get their first sight of the island.,0.188,0.899,0.173,0.149,0.789,0.231
"Strange to say, they all recognized it at once, and until fear fell upon them they hailed it, not as something long dreamt of and seen at last, but as a familiar friend to whom they were returning home for the holidays.",0.598,0.412,0.252,0.876,0.982,0.011
"John, there's the lagoon.",0.103,0.764,0.221,0.429,0.085,0.680
"Wendy, look at the turtles burying their eggs in the sand.",0.446,0.920,0.413,0.680,0.993,0.014
"I say, John, I see your flamingo with the broken leg!",0.445,0.729,0.043,0.544,0.266,0.580
"Look, Michael, there's your cave!",0.783,0.287,0.770,0.501,0.543,0.610
"John, what's that in the brushwood?",0.532,0.495,0.279,0.529,0.200,0.395
It's a wolf with her whelps.,0.808,0.138,0.427,0.298,0.324,0.273
"Wendy, I do believe that's your little whelp!",0.638,0.867,0.458,0.568,0.403,0.102
"There's my boat, John, with her sides stove in!",0.097,0.814,0.658,0.353,0.103,0.445
"No, it isn't.",0.054,0.641,0.075,0.467,0.050,0.115
"Why, we burned your boat.",0.367,0.667,0.631,0.836,0.539,0.215
"That's her, at any rate.",0.598,0.406,0.045,0.690,0.995,0.031
"I say, John, I see the smoke of the redskin camp!",0.692,0.009,0.867,0.924,0.119,0.620
"Show me, and I'll tell you by the way smoke curls whether they are on the war-path.",0.729,0.157,0.899,0.208,0.894,0.098
"There, just across the Mysterious River.",0.624,0.792,0.782,0.610,0.633,0.188
I see now.,0.483,0.858,0.407,0.166,0.417,0.265
"Yes, they are on the war-path right enough.",0.482,0.151,0.879,0.234,0.874,0.037
"Peter was a little annoyed with them for knowing so much, but if he wanted to lord it over them his triumph was at hand, for have I not told you that anon fear fell upon them?",0.858,0.671,0.913,0.382,0.967,0.079
"It came as the arrows went, leaving the island in gloom.",0.256,0.570,0.435,0.173,0.060,0.406
In the old days at home the Neverland had always begun to look a little dark and threatening by bedtime.,0.649,0.505,0.063,0.769,0.962,0.070
"Then unexplored patches arose in it and spread, black shadows moved about in them, the roar of the beasts of prey was quite different now, and above all, you lost the certainty that you would win.",0.305,0.656,0.938,0.860,0.976,0.063
You were quite glad that the night-lights were on.,0.109,0.539,0.955,0.279,0.981,0.049
"You even liked Nana to say that this was just the mantelpiece over here, and that the Neverland was all make-believe.",0.572,0.624,0.841,0.501,0.871,0.298
"Of course the Neverland had been make-believe in those days, but it was real now, and there were no night-lights, and it was getting darker every moment, and where was Nana?",0.698,0.233,0.861,0.869,0.987,0.063
"They had been flying apart, but they huddled close to Peter now.",0.493,0.448,0.320,0.042,0.969,0.040
"His careless manner had gone at last, his eyes were sparkling, and a tingle went through them every time they touched his body.",0.618,0.746,0.786,0.091,0.990,0.027
"They were now over the fearsome island, flying so low that sometimes a tree grazed their feet.",0.042,0.566,0.705,0.404,0.964,0.101
"Nothing horrid was visible in the air, yet their progress had become slow and laboured, exactly as if they were pushing their way through hostile forces.",0.647,0.748,0.933,0.858,0.990,0.469
Sometimes they hung in the air until Peter had beaten on it with his fists.,0.121,0.051,0.993,0.078,0.692,0.290
"They don't want us to land, he explained.",0.235,0.558,0.136,0.529,0.877,0.030
Who are they?,0.504,0.023,0.501,0.340,0.759,0.176
"Wendy whispered, shuddering.",0.970,0.683,0.233,0.805,0.043,0.171
But he could not or would not say.,0.094,0.468,0.830,0.902,0.053,0.312
"Tinker Bell had been asleep on his shoulder, but now he wakened her and sent her on in front.",0.757,0.914,0.639,0.618,0.619,0.744
"Sometimes he poised himself in the air, listening intently, with his hand to his ear, and again he would stare down with eyes so bright that they seemed to bore two holes to earth.",0.669,0.279,0.991,0.848,0.191,0.250
"Having done these things, he went on again.",0.783,0.612,0.349,0.231,0.199,0.182
His courage was almost appalling.,0.293,0.515,0.764,0.652,0.839,0.117
"Would you like an adventure now, he said casually to John, or would you like to have your tea first?",0.203,0.676,0.357,0.220,0.948,0.149
"Wendy said tea first quickly, and Michael pressed her hand in gratitude, but the braver John hesitated.",0.705,0.789,0.050,0.881,0.245,0.323
What kind of adventure?,0.244,0.351,0.677,0.288,0.853,0.250
he asked cautiously.,0.149,0.322,0.040,0.592,0.002,0.059
"There's a pirate asleep in the pampas just beneath us, Peter told him.",0.391,0.758,0.799,0.387,0.962,0.259
"If you like, we'll go down and kill him.",0.262,0.228,0.492,0.733,0.960,0.256
"I don't see him, John said after a long pause.",0.466,0.194,0.203,0.431,0.039,0.435
"Suppose, John said, a little huskily, he were to wake up.",0.385,0.582,0.979,0.115,0.668,0.189
Peter spoke indignantly.,0.919,0.087,0.828,0.289,0.432,0.448
You don't think I would kill him while he was sleeping!,0.203,0.238,0.879,0.457,0.823,0.170
"I would wake him first, and then kill him.",0.100,0.604,0.979,0.116,0.175,0.430
That's the way I always do.,0.264,0.174,0.274,0.562,0.247,0.159
Do you kill many?,0.768,0.694,0.684,0.266,0.483,0.065
"John said How ripping, but decided to have tea first.",0.619,0.911,0.369,0.245,0.026,0.970
"He asked if there were many pirates on the island just now, and Peter said he had never known so many.",0.373,0.765,0.536,0.203,0.686,0.119
